2005-01-01	0
2005-01-02	24
2005-01-03	48
2005-01-04	72
2005-01-05	96
2005-01-06	120
2005-01-07	144
2005-01-08	168
2005-01-09	192
2005-01-10	216
2005-01-11	240
2005-01-12	264
2005-01-13	288
2005-01-14	312
2005-01-15	336
2005-01-16	360
2005-01-17	384
2005-01-18	408
2005-01-19	432
2005-01-20	456
2005-01-21	480
2005-01-22	504
2005-01-23	528
2005-01-24	552
2005-01-25	576
2005-01-26	600
2005-01-27	624
2005-01-28	648
2005-01-29	672
2005-01-30	696
2005-01-31	720
2005-02-01	744
2005-02-02	768
2005-02-03	792
2005-02-04	816
2005-02-05	840
2005-02-06	864
2005-02-07	888
2005-02-08	912
2005-02-09	936
2005-02-10	960
2005-02-11	984
2005-02-12	1008
2005-02-13	1032
2005-02-14	1056
2005-02-15	1080
2005-02-16	1104
2005-02-17	1128
2005-02-18	1152
2005-02-19	1176
2005-02-20	1200
2005-02-21	1224
2005-02-22	1248
2005-02-23	1272
2005-02-24	1296
2005-02-25	1320
2005-02-26	1344
2005-02-27	1368
2005-02-28	1392
2005-03-01	1416
2005-03-02	1440
2005-03-03	1464
2005-03-04	1488
2005-03-05	1512
2005-03-06	1536
2005-03-07	1560
2005-03-08	1584
2005-03-09	1608
2005-03-10	1632
2005-03-11	1656
2005-03-12	1680
2005-03-13	1704
2005-03-14	1728
2005-03-15	1752
2005-03-16	1776
2005-03-17	1800
2005-03-18	1824
2005-03-19	1848
2005-03-20	1872
2005-03-21	1896
2005-03-22	1920
2005-03-23	1944
2005-03-24	1968
2005-03-25	1992
2005-03-26	2016
2005-03-27	2040
2005-03-28	2064
2005-03-29	2088
2005-03-30	2112
2005-03-31	2136
2005-04-01	2160
2005-04-02	2184
2005-04-03	2208
2005-04-04	2232
2005-04-05	2256
2005-04-06	2280
2005-04-07	2304
2005-04-08	2328
2005-04-09	2352
2005-04-10	2376
2005-04-11	2400
2005-04-12	2424
2005-04-13	2448
2005-04-14	2472
2005-04-15	2496
2005-04-16	2520
2005-04-17	2544
2005-04-18	2568
2005-04-19	2592
2005-04-20	2616
2005-04-21	2640
2005-04-22	2664
2005-04-23	2688
2005-04-24	2712
2005-04-25	2736
2005-04-26	2760
2005-04-27	2784
2005-04-28	2808
2005-04-29	2832
2005-04-30	2856
2005-05-01	2880
2005-05-02	2904
2005-05-03	2928
2005-05-04	2952
2005-05-05	2976
2005-05-06	3000
2005-05-07	3024
2005-05-08	3048
2005-05-09	3072
2005-05-10	3096
2005-05-11	3120
2005-05-12	3144
2005-05-13	3168
2005-05-14	3192
2005-05-15	3216
2005-05-16	3240
2005-05-17	3264
2005-05-18	3288
2005-05-19	3312
2005-05-20	3336
2005-05-21	3360
2005-05-22	3384
2005-05-23	3408
2005-05-24	3432
2005-05-25	3456
2005-05-26	3480
2005-05-27	3504
2005-05-28	3528
2005-05-29	3552
2005-05-30	3576
2005-05-31	3600
2005-06-01	3624
2005-06-02	3648
2005-06-03	3672
2005-06-04	3696
2005-06-05	3720
2005-06-06	3744
2005-06-07	3768
2005-06-08	3792
2005-06-09	3816
2005-06-10	3840
2005-06-11	3864
2005-06-12	3888
2005-06-13	3912
2005-06-14	3936
2005-06-15	3960
2005-06-16	3984
2005-06-17	4008
2005-06-18	4032
2005-06-19	4056
2005-06-20	4080
2005-06-21	4104
2005-06-22	4128
2005-06-23	4152
2005-06-24	4176
2005-06-25	4200
2005-06-26	4224
2005-06-27	4248
2005-06-28	4272
2005-06-29	4296
2005-06-30	4320
2005-07-01	4344
2005-07-02	4368
2005-07-03	4392
2005-07-04	4416
2005-07-05	4440
2005-07-06	4464
2005-07-07	4488
2005-07-08	4512
2005-07-09	4536
2005-07-10	4560
2005-07-11	4584
2005-07-12	4608
2005-07-13	4632
2005-07-14	4656
2005-07-15	4680
2005-07-16	4704
2005-07-17	4728
2005-07-18	4752
2005-07-19	4776
2005-07-20	4800
2005-07-21	4824
2005-07-22	4848
2005-07-23	4872
2005-07-24	4896
2005-07-25	4920
2005-07-26	4944
2005-07-27	4968
2005-07-28	4992
2005-07-29	5016
2005-07-30	5040
